station_identifier,name,latitude,longitude,elevation_m,timezone,url,forecast_url,fireweather_zone_url
A4672,Church,36.15964,-115.99626,798.8808,America/Los_Angeles,https://api.weather.gov/stations/A4672,https://api.weather.gov/zones/forecast/NVZ017,https://api.weather.gov/zones/fire/NVZ462
A4673,Manse,36.21279,-115.9948,805.8912,America/Los_Angeles,https://api.weather.gov/stations/A4673,https://api.weather.gov/zones/forecast/NVZ017,https://api.weather.gov/zones/fire/NVZ462
A4674,Glen Oaks,36.19347,-116.00758,797.052,America/Los_Angeles,https://api.weather.gov/stations/A4674,https://api.weather.gov/zones/forecast/NVZ017,https://api.weather.gov/zones/fire/NVZ462
A4676,St Theodosius,41.47701,-81.68238,202.9968,America/New_York,https://api.weather.gov/stations/A4676,https://api.weather.gov/zones/forecast/OHZ011,https://api.weather.gov/zones/fire/OHZ011
A4677,Fire Station 13,41.47178,-81.65679,207.8736,America/New_York,https://api.weather.gov/stations/A4677,https://api.weather.gov/zones/forecast/OHZ011,https://api.weather.gov/zones/fire/OHZ011
A4679,Harvard Yards,41.44668,-81.66242,210.9216,America/New_York,https://api.weather.gov/stations/A4679,https://api.weather.gov/zones/forecast/OHZ011,https://api.weather.gov/zones/fire/OHZ011
A4680,Cheshire,38.94998,-82.1101,173.1264,America/New_York,https://api.weather.gov/stations/A4680,https://api.weather.gov/zones/forecast/OHZ086,https://api.weather.gov/zones/fire/OHZ086
A4684,Talent - Rapp Lane,42.22989,-122.7877,565.0992,America/Los_Angeles,https://api.weather.gov/stations/A4684,https://api.weather.gov/zones/forecast/ORZ026,https://api.weather.gov/zones/fire/ORZ622
A4685,Portland Cully Helensview School,45.5622,-122.57562,24.9936,America/Los_Angeles,https://api.weather.gov/stations/A4685,https://api.weather.gov/zones/forecast/ORZ111,https://api.weather.gov/zones/fire/ORZ684
A4688,Jenkins Avenue,32.88229,-79.97754,11.8872,America/New_York,https://api.weather.gov/stations/A4688,https://api.weather.gov/zones/forecast/SCZ050,https://api.weather.gov/zones/fire/SCZ050
A4694,Eastman Ross N Robinson,36.53262,-82.5163,402.9456,America/New_York,https://api.weather.gov/stations/A4694,https://api.weather.gov/zones/forecast/TNZ017,https://api.weather.gov/zones/fire/TNZ017
A4695,Skyland Drive,36.52102,-82.51631,406.908,America/New_York,https://api.weather.gov/stations/A4695,https://api.weather.gov/zones/forecast/TNZ017,https://api.weather.gov/zones/fire/TNZ017
A4696,Andrew Johnson Elem.,36.52642,-82.52868,388.0104,America/New_York,https://api.weather.gov/stations/A4696,https://api.weather.gov/zones/forecast/TNZ017,https://api.weather.gov/zones/fire/TNZ017
A4697,NORFOLK - NOAA,36.85555,-76.30135,3.9624,America/New_York,https://api.weather.gov/stations/A4697,https://api.weather.gov/zones/forecast/VAZ095,https://api.weather.gov/zones/fire/VAZ095
A4699,Kaukauna,44.2893,-88.25219,212.1408,America/Chicago,https://api.weather.gov/stations/A4699,https://api.weather.gov/zones/forecast/WIZ038,https://api.weather.gov/zones/fire/WIZ038
A4700,Madison University Ave,43.07378,-89.43595,270.9672,America/Chicago,https://api.weather.gov/stations/A4700,https://api.weather.gov/zones/forecast/WIZ063,https://api.weather.gov/zones/fire/WIZ063
A4701,WEIRTON,40.42735,-80.59253,348.996,America/New_York,https://api.weather.gov/stations/A4701,https://api.weather.gov/zones/forecast/WVZ001,https://api.weather.gov/zones/fire/WVZ001
A4704,Grand Canyon Ozone Bench,36.06044,-112.10703,2173.5288,America/Phoenix,https://api.weather.gov/stations/A4704,https://api.weather.gov/zones/forecast/AZZ006,https://api.weather.gov/zones/fire/AZZ106
A4705,Carlsbad Caverns - Biology Building,32.1781,-104.4433,1358.7984,America/Denver,https://api.weather.gov/stations/A4705,https://api.weather.gov/zones/forecast/NMZ028,https://api.weather.gov/zones/fire/NMZ116
A4706,West Mesa,32.11,-106.51,1235.964,America/Denver,https://api.weather.gov/stations/A4706,https://api.weather.gov/zones/forecast/NMZ427,https://api.weather.gov/zones/fire/NMZ112
A4708,UMES Farm,38.17654,-75.70149,4.8768,America/New_York,https://api.weather.gov/stations/A4708,https://api.weather.gov/zones/forecast/MDZ023,https://api.weather.gov/zones/fire/MDZ023
A4709,Pocomoke City,38.01388,-75.54567,7.0104,America/New_York,https://api.weather.gov/stations/A4709,https://api.weather.gov/zones/forecast/MDZ024,https://api.weather.gov/zones/fire/MDZ024
A4712,Dodge City,37.7667,-100.0333,792.7848,America/Chicago,https://api.weather.gov/stations/A4712,https://api.weather.gov/zones/forecast/KSZ078,https://api.weather.gov/zones/fire/KSZ078
A4713,Port Clyde,43.91795,-69.2608,5.7912,America/New_York,https://api.weather.gov/stations/A4713,https://api.weather.gov/zones/forecast/MEZ027,https://api.weather.gov/zones/fire/MEZ111
A4714,Von Ormy Highway 16,29.16294,-98.58912,206.6544,America/Chicago,https://api.weather.gov/stations/A4714,https://api.weather.gov/zones/forecast/TXZ220,https://api.weather.gov/zones/fire/TXZ220
A4718,Irving St,32.8366,-79.95698,3.6576,America/New_York,https://api.weather.gov/stations/A4718,https://api.weather.gov/zones/forecast/SCZ050,https://api.weather.gov/zones/fire/SCZ050
A4719,Mill City,44.75209,-122.47967,255.1176,America/Los_Angeles,https://api.weather.gov/stations/A4719,https://api.weather.gov/zones/forecast/ORZ124,https://api.weather.gov/zones/fire/ORZ687
A4721,Coos Bay Marshfield HS,43.36257,-124.21885,7.9248,America/Los_Angeles,https://api.weather.gov/stations/A4721,https://api.weather.gov/zones/forecast/ORZ021,https://api.weather.gov/zones/fire/ORZ615
A4722,Redmond High School,44.275,-121.1905,908.9136,America/Los_Angeles,https://api.weather.gov/stations/A4722,https://api.weather.gov/zones/forecast/ORZ511,https://api.weather.gov/zones/fire/ORZ700
A4724,Corona de Tucson,32.00457,-110.7925,937.8696,America/Phoenix,https://api.weather.gov/stations/A4724,https://api.weather.gov/zones/forecast/AZZ504,https://api.weather.gov/zones/fire/AZZ150
A4725,Elgin C1613,30.34781,-97.37851,178.9176,America/Chicago,https://api.weather.gov/stations/A4725,https://api.weather.gov/zones/forecast/TXZ193,https://api.weather.gov/zones/fire/TXZ193
A4726,Bend NE 8th and Emerson,44.05466,-121.29407,1120.14,America/Los_Angeles,https://api.weather.gov/stations/A4726,https://api.weather.gov/zones/forecast/ORZ511,https://api.weather.gov/zones/fire/ORZ700
A4727,La Pine Rural Fire Dept,43.70376,-121.5273,1293.876,America/Los_Angeles,https://api.weather.gov/stations/A4727,https://api.weather.gov/zones/forecast/ORZ509,https://api.weather.gov/zones/fire/ORZ705
A4730,Gresham Centennial HS,45.4962,-122.4834,84.4296,America/Los_Angeles,https://api.weather.gov/stations/A4730,https://api.weather.gov/zones/forecast/ORZ112,https://api.weather.gov/zones/fire/ORZ684
A4731,Montevallo,33.0928,-86.8072,149.0472,America/Chicago,https://api.weather.gov/stations/A4731,https://api.weather.gov/zones/forecast/ALZ025,https://api.weather.gov/zones/fire/ALZ025
A4733,Platteville Atmospheric Observatory (PAO),40.18161,-104.72613,1520.3424,America/Denver,https://api.weather.gov/stations/A4733,https://api.weather.gov/zones/forecast/COZ043,https://api.weather.gov/zones/fire/COZ243
A4736,Tillamook Forestry Dept,45.45735,-123.80281,18.8976,America/Los_Angeles,https://api.weather.gov/stations/A4736,https://api.weather.gov/zones/forecast/ORZ102,https://api.weather.gov/zones/fire/ORZ680
A4737,Brookings CPFA,42.0546,-124.27677,50.5968,America/Los_Angeles,https://api.weather.gov/stations/A4737,https://api.weather.gov/zones/forecast/ORZ022,https://api.weather.gov/zones/fire/ORZ618
A4738,Blue Grass Trail,37.3232,-80.4572,664.7688,America/New_York,https://api.weather.gov/stations/A4738,https://api.weather.gov/zones/forecast/VAZ011,https://api.weather.gov/zones/fire/VAZ011
A4739,Hood River West Side FD,45.685138,-121.527478,170.9928,America/Los_Angeles,https://api.weather.gov/stations/A4739,https://api.weather.gov/zones/forecast/ORZ121,https://api.weather.gov/zones/fire/ORZ701
A4740,May Roberts Elementary School,44.033365,-116.9697,654.7104,America/Boise,https://api.weather.gov/stations/A4740,https://api.weather.gov/zones/forecast/ORZ064,https://api.weather.gov/zones/fire/ORZ673
A4741,Dallas LaCreole Middle School,44.92261,-123.301956,96.3168,America/Los_Angeles,https://api.weather.gov/stations/A4741,https://api.weather.gov/zones/forecast/ORZ114,https://api.weather.gov/zones/fire/ORZ684
A4742,Riverton Mobile,43.024214,-108.363703,1499.3112,America/Denver,https://api.weather.gov/stations/A4742,https://api.weather.gov/zones/forecast/WYZ017,https://api.weather.gov/zones/fire/WYZ283
A4747,Roseburg Fire Dept,43.15291,-123.38221,150.2664,America/Los_Angeles,https://api.weather.gov/stations/A4747,https://api.weather.gov/zones/forecast/ORZ023,https://api.weather.gov/zones/fire/ORZ616
A4751,Portland Jefferson High School,45.5609,-122.67152,65.532,America/Los_Angeles,https://api.weather.gov/stations/A4751,https://api.weather.gov/zones/forecast/ORZ111,https://api.weather.gov/zones/fire/ORZ684
A4753,WWTP BAM,40.86622,-96.13744,331.0128,America/Chicago,https://api.weather.gov/stations/A4753,https://api.weather.gov/zones/forecast/NEZ067,https://api.weather.gov/zones/fire/NEZ067
A4754,Grand Island DOT,40.91833,-98.37888,574.8528,America/Chicago,https://api.weather.gov/stations/A4754,https://api.weather.gov/zones/forecast/NEZ062,https://api.weather.gov/zones/fire/NEZ062
A4755,Scottsbluff HS,41.87555,-103.65805,1185.0624,America/Denver,https://api.weather.gov/stations/A4755,https://api.weather.gov/zones/forecast/NEZ019,https://api.weather.gov/zones/fire/NEZ436
A4756,Forest Grove Pacific University,45.52483,-123.10554,56.0832,America/Los_Angeles,https://api.weather.gov/stations/A4756,https://api.weather.gov/zones/forecast/ORZ109,https://api.weather.gov/zones/fire/ORZ684
A4759,Yellow Brick Building,39.19297,-106.82318,2411.8824,America/Denver,https://api.weather.gov/stations/A4759,https://api.weather.gov/zones/forecast/COZ010,https://api.weather.gov/zones/fire/COZ205
A4760,CHI_SP,41.9136,-87.7239,185.0136,America/Chicago,https://api.weather.gov/stations/A4760,https://api.weather.gov/zones/forecast/ILZ104,https://api.weather.gov/zones/fire/ILZ014
A4763,Mountains Edge,36.0075,-115.26306,807.72,America/Los_Angeles,https://api.weather.gov/stations/A4763,https://api.weather.gov/zones/forecast/NVZ020,https://api.weather.gov/zones/fire/NVZ465
A4766,Mojave - CA 58 Business,35.04653,-118.16283,833.628,America/Los_Angeles,https://api.weather.gov/stations/A4766,https://api.weather.gov/zones/forecast/CAZ338,https://api.weather.gov/zones/fire/CAZ299
A4768,Evergreen,39.62041,-105.33872,2223.2112,America/Denver,https://api.weather.gov/stations/A4768,https://api.weather.gov/zones/forecast/COZ036,https://api.weather.gov/zones/fire/COZ216
A4771,Beaumont Mary C1050,30.06732,-94.09091,10.9728,America/Chicago,https://api.weather.gov/stations/A4771,https://api.weather.gov/zones/forecast/TXZ615,https://api.weather.gov/zones/fire/TXZ615
A4775,Folsom,38.6833,-121.16446,99.9744,America/Los_Angeles,https://api.weather.gov/stations/A4775,https://api.weather.gov/zones/forecast/CAZ017,https://api.weather.gov/zones/fire/CAZ217
A4779,Estacada Clackamas River Elementary School,45.29141,-122.33262,158.1912,America/Los_Angeles,https://api.weather.gov/stations/A4779,https://api.weather.gov/zones/forecast/ORZ113,https://api.weather.gov/zones/fire/ORZ686
A4780,Airway Heights-West 12th,47.64535,-117.58903,729.6912,America/Los_Angeles,https://api.weather.gov/stations/A4780,https://api.weather.gov/zones/forecast/WAZ036,https://api.weather.gov/zones/fire/WAZ708
A4781,Umatilla,46.2026,-117.9539,680.3136,America/Los_Angeles,https://api.weather.gov/stations/A4781,https://api.weather.gov/zones/forecast/WAZ030,https://api.weather.gov/zones/fire/WAZ692
A4782,Sebree,37.65438,-87.51143,135.9408,America/Chicago,https://api.weather.gov/stations/A4782,https://api.weather.gov/zones/forecast/KYZ018,https://api.weather.gov/zones/fire/KYZ018
A4783,Virgin Valley,36.81589,-114.05034,543.1536,America/Los_Angeles,https://api.weather.gov/stations/A4783,https://api.weather.gov/zones/forecast/AZZ001,https://api.weather.gov/zones/fire/AZZ102
A4785,Jackson SLAMS,43.45776,-110.79799,1862.9376,America/Denver,https://api.weather.gov/stations/A4785,https://api.weather.gov/zones/forecast/WYZ013,https://api.weather.gov/zones/fire/WYZ415
A4787,Globe,39.58427,-81.67015,192.6336,America/New_York,https://api.weather.gov/stations/A4787,https://api.weather.gov/zones/forecast/OHZ076,https://api.weather.gov/zones/fire/OHZ076
A4789,Houston Harvard Street,29.77292,-95.39579,20.1168,America/Chicago,https://api.weather.gov/stations/A4789,https://api.weather.gov/zones/forecast/TXZ213,https://api.weather.gov/zones/fire/TXZ213
A4790,SLO Roberto,35.25947,-120.64449,67.056,America/Los_Angeles,https://api.weather.gov/stations/A4790,https://api.weather.gov/zones/forecast/CAZ341,https://api.weather.gov/zones/fire/CAZ341
A4792,Great Plains,34.74583,-98.96769,437.0832,America/Chicago,https://api.weather.gov/stations/A4792,https://api.weather.gov/zones/forecast/OKZ035,https://api.weather.gov/zones/fire/OKZ035
A4794,CAPCOG Round Rock Brushy Creek W C1620,30.51385,-97.6667,209.0928,America/Chicago,https://api.weather.gov/stations/A4794,https://api.weather.gov/zones/forecast/TXZ173,https://api.weather.gov/zones/fire/TXZ173
A4795,Garrett Jr. High,35.96985,-114.83501,740.9688,America/Los_Angeles,https://api.weather.gov/stations/A4795,https://api.weather.gov/zones/forecast/NVZ021,https://api.weather.gov/zones/fire/NVZ465
A4796,SF-USD,43.59901,-96.78331,452.628,America/Chicago,https://api.weather.gov/stations/A4796,https://api.weather.gov/zones/forecast/SDZ062,https://api.weather.gov/zones/fire/SDZ062
A4797,Eastwood,33.41046,-112.00264,339.852,America/Phoenix,https://api.weather.gov/stations/A4797,https://api.weather.gov/zones/forecast/AZZ543,https://api.weather.gov/zones/fire/AZZ132
A4798,Sunny Farms West,40.41093,-83.42344,302.9712,America/New_York,https://api.weather.gov/stations/A4798,https://api.weather.gov/zones/forecast/OHZ045,https://api.weather.gov/zones/fire/OHZ045
A4800,Milwaukee UWM,43.09455,-87.90145,191.1096,America/Chicago,https://api.weather.gov/stations/A4800,https://api.weather.gov/zones/forecast/WIZ066,https://api.weather.gov/zones/fire/WIZ066
A4801,MOUNDSVILLE,39.9158,-80.7342,195.9864,America/New_York,https://api.weather.gov/stations/A4801,https://api.weather.gov/zones/forecast/WVZ004,https://api.weather.gov/zones/fire/WVZ004
A4802,Chelsea HP,42.38722,-71.02611,4.8768,America/New_York,https://api.weather.gov/stations/A4802,https://api.weather.gov/zones/forecast/MAZ015,https://api.weather.gov/zones/fire/MAZ015
A4804,Santa Maria,34.89066,-120.43284,93.8784,America/Los_Angeles,https://api.weather.gov/stations/A4804,https://api.weather.gov/zones/forecast/CAZ347,https://api.weather.gov/zones/fire/CAZ347
A4805,Rossville-Williams St,34.9784,-85.2943,203.9112,America/New_York,https://api.weather.gov/stations/A4805,https://api.weather.gov/zones/forecast/GAZ002,https://api.weather.gov/zones/fire/GAZ002
A4806,Liberty High School,35.9879,-115.14885,712.0128,America/Los_Angeles,https://api.weather.gov/stations/A4806,https://api.weather.gov/zones/forecast/NVZ020,https://api.weather.gov/zones/fire/NVZ465
A4807,Aspen Pumphouse,39.19627,-106.8364,2417.064,America/Denver,https://api.weather.gov/stations/A4807,https://api.weather.gov/zones/forecast/COZ010,https://api.weather.gov/zones/fire/COZ205
A4808,Adams-Birch,39.8281,-104.93645,1569.1104,America/Denver,https://api.weather.gov/stations/A4808,https://api.weather.gov/zones/forecast/COZ040,https://api.weather.gov/zones/fire/COZ240
A4809,Laramie I-80 Mobile,41.32417,-105.61489,2179.0152,America/Denver,https://api.weather.gov/stations/A4809,https://api.weather.gov/zones/forecast/WYZ115,https://api.weather.gov/zones/fire/WYZ428
A4811,Walnut Rec.,36.21447,-115.09144,563.88,America/Los_Angeles,https://api.weather.gov/stations/A4811,https://api.weather.gov/zones/forecast/NVZ020,https://api.weather.gov/zones/fire/NVZ465
A4812,Lander SLAMS,42.84227,-108.73556,1626.108,America/Denver,https://api.weather.gov/stations/A4812,https://api.weather.gov/zones/forecast/WYZ018,https://api.weather.gov/zones/fire/WYZ283
A4813,Bryan Finfeather Road,30.6274,-96.36284,103.9368,America/Chicago,https://api.weather.gov/stations/A4813,https://api.weather.gov/zones/forecast/TXZ196,https://api.weather.gov/zones/fire/TXZ196
A4814,Gillette SLAMS,44.288,-105.51702,1416.1008,America/Denver,https://api.weather.gov/stations/A4814,https://api.weather.gov/zones/forecast/WYZ054,https://api.weather.gov/zones/fire/WYZ314
A4817,Trenton,40.22242,-74.76317,20.1168,America/New_York,https://api.weather.gov/stations/A4817,https://api.weather.gov/zones/forecast/NJZ015,https://api.weather.gov/zones/fire/NJZ015
A4818,Toms River,39.99491,-74.17045,14.9352,America/New_York,https://api.weather.gov/stations/A4818,https://api.weather.gov/zones/forecast/NJZ020,https://api.weather.gov/zones/fire/NJZ020
A4819,Rochester Near-road,43.14502,-77.55761,145.0848,America/New_York,https://api.weather.gov/stations/A4819,https://api.weather.gov/zones/forecast/NYZ003,https://api.weather.gov/zones/fire/NYZ201
A4820,Bakersfield - Golden State Highway,35.3853,-119.0147,125.5776,America/Los_Angeles,https://api.weather.gov/stations/A4820,https://api.weather.gov/zones/forecast/CAZ314,https://api.weather.gov/zones/fire/CAZ580
A4821,Merced-M St,37.30833,-120.48036,52.1208,America/Los_Angeles,https://api.weather.gov/stations/A4821,https://api.weather.gov/zones/forecast/CAZ302,https://api.weather.gov/zones/fire/CAZ580
A4825,Paynes Prairie Farm,29.56615,-82.26607,25.908,America/New_York,https://api.weather.gov/stations/A4825,https://api.weather.gov/zones/forecast/FLZ136,https://api.weather.gov/zones/fire/FLZ136
A4827,Skyview,28.45317,-81.39714,32.9184,America/New_York,https://api.weather.gov/stations/A4827,https://api.weather.gov/zones/forecast/FLZ045,https://api.weather.gov/zones/fire/FLZ045
A4828,Lamstein Lane,26.68761,-80.21962,10.0584,America/New_York,https://api.weather.gov/stations/A4828,https://api.weather.gov/zones/forecast/FLZ067,https://api.weather.gov/zones/fire/FLZ267
A4829,Delray Beach,26.45694,-80.09278,10.0584,America/New_York,https://api.weather.gov/stations/A4829,https://api.weather.gov/zones/forecast/FLZ068,https://api.weather.gov/zones/fire/FLZ068
A4833,Lower Price Hill,39.10492,-84.55117,156.972,America/New_York,https://api.weather.gov/stations/A4833,https://api.weather.gov/zones/forecast/OHZ077,https://api.weather.gov/zones/fire/OHZ077
A4835,DOT Miami,25.8975,-80.38,7.9248,America/New_York,https://api.weather.gov/stations/A4835,https://api.weather.gov/zones/forecast/FLZ074,https://api.weather.gov/zones/fire/FLZ074
A4837,Nogales ITN,31.29129,-110.95151,1266.1392,America/Hermosillo,https://api.weather.gov/stations/A4837,,
A4838,Sandersville,32.9672,-82.807,143.8656,America/New_York,https://api.weather.gov/stations/A4838,https://api.weather.gov/zones/forecast/GAZ074,https://api.weather.gov/zones/fire/GAZ074
A4840,Stockton - University Park,37.96158,-121.28141,6.096,America/Los_Angeles,https://api.weather.gov/stations/A4840,https://api.weather.gov/zones/forecast/CAZ019,https://api.weather.gov/zones/fire/CAZ219
A4841,Dover,39.155,-75.51806,6.096,America/New_York,https://api.weather.gov/stations/A4841,https://api.weather.gov/zones/forecast/DEZ002,https://api.weather.gov/zones/fire/DEZ002
A4842,Big Bear,34.26471,-116.86165,2061.0576,America/Los_Angeles,https://api.weather.gov/stations/A4842,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
A4843,Lake Montebello,39.33746,-76.58905,68.8848,America/New_York,https://api.weather.gov/stations/A4843,https://api.weather.gov/zones/forecast/MDZ011,https://api.weather.gov/zones/fire/MDZ011
A4844,GADSDEN,33.99134,-85.99265,175.8696,America/Chicago,https://api.weather.gov/stations/A4844,https://api.weather.gov/zones/forecast/ALZ018,https://api.weather.gov/zones/fire/ALZ018
A4845,Morrisania,40.8367,-73.9214,13.1064,America/New_York,https://api.weather.gov/stations/A4845,https://api.weather.gov/zones/forecast/NYZ073,https://api.weather.gov/zones/fire/NYZ212
A4846,Visalia - W Ashland Avenue,36.30815,-119.3129,102.108,America/Los_Angeles,https://api.weather.gov/stations/A4846,https://api.weather.gov/zones/forecast/CAZ312,https://api.weather.gov/zones/fire/CAZ580
A4847,Duncanville Middle School,33.09538,-87.48151,125.8824,America/Chicago,https://api.weather.gov/stations/A4847,https://api.weather.gov/zones/forecast/ALZ023,https://api.weather.gov/zones/fire/ALZ023
A4851,Blair,41.55066,-96.14662,330.0984,America/Chicago,https://api.weather.gov/stations/A4851,https://api.weather.gov/zones/forecast/NEZ045,https://api.weather.gov/zones/fire/NEZ045
A4852,Lincoln,38.86794,-121.33835,35.052,America/Los_Angeles,https://api.weather.gov/stations/A4852,https://api.weather.gov/zones/forecast/CAZ017,https://api.weather.gov/zones/fire/CAZ217
A4854,TRPA Office,38.966434,-119.931016,1954.9872,America/Los_Angeles,https://api.weather.gov/stations/A4854,https://api.weather.gov/zones/forecast/NVZ002,https://api.weather.gov/zones/fire/CAZ272
A4855,Richmond City Near Road,37.59088,-77.46925,60.96,America/New_York,https://api.weather.gov/stations/A4855,https://api.weather.gov/zones/forecast/VAZ515,https://api.weather.gov/zones/fire/VAZ515
A4857,Youngstown State,41.10618,-80.64057,264.8712,America/New_York,https://api.weather.gov/stations/A4857,https://api.weather.gov/zones/forecast/OHZ033,https://api.weather.gov/zones/fire/OHZ033
A4859,Rule,35.97773,-83.9504,327.9648,America/New_York,https://api.weather.gov/stations/A4859,https://api.weather.gov/zones/forecast/TNZ069,https://api.weather.gov/zones/fire/TNZ069
A4861,Corpus Christi Palm,27.80289,-97.41988,11.8872,America/Chicago,https://api.weather.gov/stations/A4861,https://api.weather.gov/zones/forecast/TXZ343,https://api.weather.gov/zones/fire/TXZ343
A4862,Vermillion,42.78945,-96.90386,376.1232,America/Chicago,https://api.weather.gov/stations/A4862,https://api.weather.gov/zones/forecast/SDZ070,https://api.weather.gov/zones/fire/SDZ070
A4863,Placerville - Canal Street,38.73027,-120.81369,566.928,America/Los_Angeles,https://api.weather.gov/stations/A4863,https://api.weather.gov/zones/forecast/CAZ067,https://api.weather.gov/zones/fire/CAZ267
A4864,Salton Sea Beach,33.37911,-116.01606,-66.1416,America/Los_Angeles,https://api.weather.gov/stations/A4864,https://api.weather.gov/zones/forecast/CAZ563,https://api.weather.gov/zones/fire/CAZ232
A4865,Torres Martinez Administration,33.56112,-116.15356,-39.0144,America/Los_Angeles,https://api.weather.gov/stations/A4865,https://api.weather.gov/zones/forecast/CAZ061,https://api.weather.gov/zones/fire/CAZ261
A4866,AirNOW Site,32.27791,-94.57087,109.1184,America/Chicago,https://api.weather.gov/stations/A4866,https://api.weather.gov/zones/forecast/TXZ150,https://api.weather.gov/zones/fire/TXZ150
A4868,Toledo NE Hwy20 and NW A St,44.6244,-123.94006,3.048,America/Los_Angeles,https://api.weather.gov/stations/A4868,https://api.weather.gov/zones/forecast/ORZ103,https://api.weather.gov/zones/fire/ORZ681
A4869,Salem Chemeketa Community College,44.97657,-122.97631,56.0832,America/Los_Angeles,https://api.weather.gov/stations/A4869,https://api.weather.gov/zones/forecast/ORZ115,https://api.weather.gov/zones/fire/ORZ684
A4870,Corvallis EPA Office,44.5658,-123.29271,75.8952,America/Los_Angeles,https://api.weather.gov/stations/A4870,https://api.weather.gov/zones/forecast/ORZ116,https://api.weather.gov/zones/fire/ORZ683
A4873,Quincy,39.9372,-120.9378,1042.7208,America/Los_Angeles,https://api.weather.gov/stations/A4873,https://api.weather.gov/zones/forecast/CAZ068,https://api.weather.gov/zones/fire/CAZ268
A4874,McMinnville High School,45.21956,-123.19298,47.244,America/Los_Angeles,https://api.weather.gov/stations/A4874,https://api.weather.gov/zones/forecast/ORZ114,https://api.weather.gov/zones/fire/ORZ682
A4875,Soap Lake,47.38556,-119.48985,341.376,America/Los_Angeles,https://api.weather.gov/stations/A4875,https://api.weather.gov/zones/forecast/WAZ034,https://api.weather.gov/zones/fire/WAZ707
A4876,Prosser-Highland Dr,46.2089,-119.75267,67.3608,America/Los_Angeles,https://api.weather.gov/stations/A4876,https://api.weather.gov/zones/forecast/WAZ028,https://api.weather.gov/zones/fire/WAZ691
A4877,Union City High School,40.77091,-74.03622,56.9976,America/New_York,https://api.weather.gov/stations/A4877,https://api.weather.gov/zones/forecast/NJZ006,https://api.weather.gov/zones/fire/NJZ006
A4878,Paterson,40.91838,-74.16809,21.6408,America/New_York,https://api.weather.gov/stations/A4878,https://api.weather.gov/zones/forecast/NJZ004,https://api.weather.gov/zones/fire/NJZ004
A4879,Naalehu,19.06066,-155.57916,198.12,Pacific/Honolulu,https://api.weather.gov/stations/A4879,https://api.weather.gov/zones/forecast/HIZ052,https://api.weather.gov/zones/fire/HIZ338
A4880,Clairton,40.29438,-79.8853,287.1216,America/New_York,https://api.weather.gov/stations/A4880,https://api.weather.gov/zones/forecast/PAZ021,https://api.weather.gov/zones/fire/PAZ021
A4881,Public Works,41.66703,-93.59922,293.5224,America/Chicago,https://api.weather.gov/stations/A4881,https://api.weather.gov/zones/forecast/IAZ060,https://api.weather.gov/zones/fire/IAZ060
A4882,Sunny Acres,30.35461,-81.54779,11.8872,America/New_York,https://api.weather.gov/stations/A4882,https://api.weather.gov/zones/forecast/FLZ125,https://api.weather.gov/zones/fire/FLZ125
A4883,AirNow Site,37.08725,-88.60802,103.9368,America/Chicago,https://api.weather.gov/stations/A4883,https://api.weather.gov/zones/forecast/KYZ005,https://api.weather.gov/zones/fire/KYZ005
A4884,Ashland,33.2811,-85.8022,320.9544,America/Chicago,https://api.weather.gov/stations/A4884,https://api.weather.gov/zones/forecast/ALZ028,https://api.weather.gov/zones/fire/ALZ028
A4885,Northern VA Near Road,38.7684,-77.18347,75.8952,America/New_York,https://api.weather.gov/stations/A4885,https://api.weather.gov/zones/forecast/VAZ053,https://api.weather.gov/zones/fire/VAZ053
A4886,Tidewater Regional Office,36.84188,-76.18123,7.0104,America/New_York,https://api.weather.gov/stations/A4886,https://api.weather.gov/zones/forecast/VAZ098,https://api.weather.gov/zones/fire/VAZ098
